Gene_acc,Gene_id,log_FDR,srank,desc2,BSF_rank2,Log_Intensity
1331,Tb927.10.12820,-0.002774943,-1.043577,"hypothetical protein, conserved",393,9.188140699
1330,Tb927.10.15330,-0.002774943,-1.043884,"CYTH domain containing protein, putative",882.5,9.420219878
1326,Tb927.11.16600,-0.002774943,-1.0479,exosome-associated protein 2,4911,7.258589398
1318,Tb927.11.15430,-0.002774943,-1.05358,"U5 small nuclear ribonucleoprotein component, putative",2059,8.358524934
1315,Tb927.5.1140,-0.002774943,-1.05668,choline/ethanolamine kinase,1223,8.510732628
1314,Tb927.11.16760,-0.002774943,-1.056891,"T-complex protein 1, alpha subunit, putative",331,9.778028183
1311,Tb927.5.1520,-0.002774943,-1.061333,ATP-dependent protease ATPase subunit HslU1,905,9.677095717
1310,Tb927.5.1670,-0.002774943,-1.061544,"hypothetical protein, conserved",3958,8.287443401
1307,Tb927.11.16670,-0.002774943,-1.063265,"hypothetical protein, conserved",2601,8.418881069
1306,Tb927.1.2400,-0.002774943,-1.06417,alpha tubulin,2.5,10.764602
1304,Tb927.5.2340,-0.002774943,-1.06675,"hypothetical protein, conserved",6311,8.117171828
1302,Tb927.3.3850,-0.002774943,-1.068173,COPII coat assembly protein sec16,1726,8.730879134
1299,Tb927.8.1510,-0.002774943,-1.068806,"ATP-dependent RNA helicase DBP2B, putative",743,9.888774626
1297,Tb927.2.3660,-0.002774943,-1.070367,"paraflagellar rod component, putative",3564,6.667733053
1295,Tb927.9.4630,-0.002774943,-1.071422,"hypothetical protein, conserved",6952,7.256188383
1293,Tb927.7.5080,-0.002774943,-1.072017,ATP-NAD kinase-like protein,4076.5,7.68547302
1291,Tb927.10.3390,-0.002239518,-1.080545,predicted TLD domain protein,4466.5,7.136815658
1289,Tb927.10.2270,-0.002239518,-1.088272,"vacuolar protein sorting-associated protein 35, putative",1381,7.908597599
1288,Tb927.10.11590,-0.002239518,-1.08893,"nicotinate phosphoribosyltransferase, putative",1507,8.930648536
1287,Tb927.11.1270,-0.002239518,-1.090432,"Mitochondrial ATP synthase subunit, putative",2946,7.260190683
1285,Tb927.6.1430,-0.002239518,-1.091971,"hypothetical protein, conserved",2565,8.698048323
1283,Tb927.7.4500,-0.002239518,-1.093225,"PX domain containing protein, putative",426.5,9.452445817
1279,Tb927.7.6670,-0.002239518,-1.100562,"hypothetical protein, conserved",1900.5,5.859672577
1277,Tb927.7.4020,-0.002239518,-1.104099,"protein phosphatase 2C, putative",1574,7.663813959
1276,Tb927.6.3930,-0.002239518,-1.105205,"LSU ribosomal protein, mitochondrial, putative",4374,8.049799278
1275,Tb927.8.7200,-0.002239518,-1.10645,"Region in Clathrin and VPS, putative",3379,8.764250875
1274,Tb927.11.7960,-0.002239518,-1.108611,kinetoplast poly(A) polymerase 1,3720,8.590474011
1269,Tb927.7.710,-0.002239518,-1.111399,"heat shock 70 kDa protein, putative",257,9.395623394
1268,Tb927.11.10660,-0.002239518,-1.113137,Basal body protein,2204.5,8.405517107
1267,Tb927.6.4920,-0.002239518,-1.116442,"S-adenosylmethionine synthetase, putative",520,8.859516563
1266,Tb927.11.4210,-0.002239518,-1.117407,"U-box domain containing protein, putative",900,8.956922027
1265,Tb927.2.2130,-0.002239518,-1.118197,"small GTP-binding protein RAB6, putative",3260,5.679782093
1263,Tb927.10.15290,-0.002239518,-1.119453,"tubulin binding cofactor c, putative",2300.5,8.735614866
1262,Tb927.11.7840,-0.002239518,-1.121558,ribonucleoside-diphosphate reductase large chain,678,8.650540639
1260,Tb927.9.12170,-0.002239518,-1.125388,"leucine-rich repeat protein (LRRP), putative",1565,6.773830311
1259,Tb927.2.2970,-0.002239518,-1.125599,mitochondrial carrier protein,1960,8.046456142
1257,Tb927.3.2220,-0.002239518,-1.126431,eukaryotic translation initiation factor 3 subunit j,1917,6.467001001
1256,Tb927.10.2880,-0.002239518,-1.127963,"Voltage-dependent calcium channel subunit, putative",1224,5.392221959
1255,Tb927.11.210,-0.002239518,-1.128018,"hypothetical protein, conserved",4100,6.980257962
1252,Tb927.9.5900,-0.002239518,-1.13327,glutamate dehydrogenase,431,8.991354572
1248,Tb927.8.4200,-0.002239518,-1.139551,"hypothetical protein, conserved",6944,7.82031314
1247,Tb927.11.1360,-0.002239518,-1.141007,"zinc-finger of a C2HC-type, putative",3094,7.866795196
1240,Tb927.6.4550,-0.002239518,-1.151943,"hypothetical protein, conserved",1695,9.530468647
1239,Tb927.10.6090,-0.002239518,-1.152964,"tRNA pseudouridine synthase A, putative",6215.5,7.677022634
1238,Tb927.1.3010,-0.002239518,-1.156966,"mRNA processing protein, putative",2866,7.764250875
1237,Tb927.11.4130,-0.002239518,-1.157047,"ubiquitin-like protein, putative",1632,8.480179476
1234,Tb927.1.740,-0.002239518,-1.159462,phosphatidylinositol-4-phosphate 5-kinase related,3458,7.830068744
1233,Tb927.10.5350,-0.002239518,-1.162075,"dynein heavy chain, putative",572,8.121329998
1231,Tb927.7.1690,-0.002239518,-1.165833,Silent information regulator 2 related protein 1,1227,5.39849555
1227,Tb927.1.1240,-0.002239518,-1.170316,"cytidine triphosphate synthase, putative",1945.5,8.878929473
1225,Tb927.11.12540,-0.002239518,-1.176745,"leucine-rich repeat protein (LRRP), putative",1338,7.155244917
1223,Tb927.11.12610,-0.002239518,-1.178705,cyclin 1,2923,6.844918081
1222,Tb927.11.7380,-0.002239518,-1.18202,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",196,9.502399805
1220,Tb927.6.2420,-0.002239518,-1.184744,p22 protein precursor,931,7.459422646
1217,Tb927.7.4290,-0.002239518,-1.18689,Nuclear distribution protein C homolog,1004,7.821316971
1213,Tb927.11.2950,-0.002239518,-1.188643,Nucleoporin NUP89,1575,8.456942685
1212,Tb927.3.1790,-0.002239518,-1.188703,"pyruvate dehydrogenase E1 beta subunit, putative",484,8.445930969
1211,Tb927.7.5090,-0.002239518,-1.190676,"condensin complex subunit 2, putative",2434.5,9.285917197
1207,Tb927.6.4120,-0.002239518,-1.193,"GTPase activating protein, putative",4054,7.003675903
1206,Tb927.9.5100,-0.002239518,-1.193826,cAMP-specific phosphodiesterase,1141,9.005609445
1205,Tb927.10.5250,-0.002239518,-1.195586,"zinc finger protein family member, putative",1806.5,9.450110482
1204,Tb927.10.2770,-0.002239518,-1.195637,"eukaryotic translation initiation factor 5, putative",766.5,8.83845868
1203,Tb927.2.5820,-0.002239518,-1.195682,"hypothetical protein, conserved",2064,8.447499129
1197,Tb927.10.13280,-0.002239518,-1.202594,"hypothetical protein, conserved",854,8.616160313
1192,Tb927.10.1060,-0.002239518,-1.206799,"T-complex protein 1, delta subunit, putative",329,9.426429925
1190,Tb927.11.1450,-0.002239518,-1.211177,"2-oxoglutarate dehydrogenase E1 component, putative",597,9.121658312
1186,Tb927.9.14470,-0.002239518,-1.217201,"ubiquitin carboxyl-terminal hydrolase, putative",1697,7.814500638
1184,Tb927.10.8110,-0.002239518,-1.220834,"Protein of unknown function (DUF2453), putative",3948,9.265171723
1181,Tb927.8.6200,-0.002239518,-1.223989,"tubulin folding cofactor D, putative",1724,7.695858019
1177,Tb927.3.2280,-0.002239518,-1.232661,"vacuolar sorting protein 33 , putative",3020,7.708216878
1173,Tb927.10.7410,-0.002239518,-1.237043,"succinyl-CoA ligase [GDP-forming] beta-chain, putative",342,9.668171512
1171,Tb927.9.14330,-0.002239518,-1.240678,"mismatch repair protein PMS1, putative",4456,7.804303029
1168,Tb927.9.2900,-0.002239518,-1.243286,Nucleolar protein 287,1249,8.508745129
1167,Tb927.11.16860,-0.002239518,-1.243568,mitochondrial RNA binding protein,3040,8.118264726
1165,Tb927.10.11380,-0.002239518,-1.246929,"hypothetical protein, conserved",4354,6.055760465
1163,Tb927.11.15370,-0.002239518,-1.249288,"Importin subunit beta-4, putative",447,8.515290862
1162,Tb927.11.3890,-0.002239518,-1.250509,"N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative",3762,7.743282367
1161,Tb927.10.13360,-0.002239518,-1.250916,"Elongation factor Tu, mitochondrial",924,9.224584854
1160,Tb927.8.1360,-0.002239518,-1.251363,"Dynein heavy chain, N-terminal region 2, putative",3484.5,6.719646119
1159,Tb927.8.4230,-0.002239518,-1.251735,"hypothetical protein, conserved",2690,6.916422362
1158,Tb927.7.4030,-0.002239518,-1.252609,"hypothetical protein, conserved",2442,9.076604039
1154,Tb927.11.3720,-0.002239518,-1.255492,"Ring finger domain containing protein, putative",7125,8.942201581
1153,Tb927.7.3080,-0.002239518,-1.256936,Kinetochore interacting protein 4,2525,8.303627976
1152,Tb927.11.10480,-0.002239518,-1.25723,"PQQ-like domain/WD domain, G-beta repeat/Utp21 specific WD40 associated putative domain containing protein, putative |",3287,7.466140718
1151,Tb927.9.10640,-0.002239518,-1.257438,"synaptojanin (N-terminal domain), putative",3279,6.93333541
1148,Tb927.7.5560,-0.002239518,-1.261212,"glucosamine-fructose-6-phosphate aminotransferase, putative",1855,8.904520799
1146,Tb927.11.9190,-0.002239518,-1.266296,Serine/threonine-protein kinase VPS15,4975,8.169586273
1145,Tb11.v5.0739,-0.002239518,-1.270131,SUMO-interacting motif-containing protein,6127,5.643403322
1144,Tb927.11.8090,-0.002239518,-1.271484,"protein phosphatase 1, putative",1549,7.546690693
1143,Tb927.5.3800,-0.002239518,-1.27311,"glutamine hydrolysing (not ammonia-dependent) carbomoyl phosphate synthase, putative",492,9.475729284
1142,Tb927.6.1670,-0.002239518,-1.276132,PAB-dependent poly(A)-specific ribonuclease subunit PAN2 (pseudogene),2966,8.414672578
1141,Tb927.3.3170,-0.002239518,-1.276687,SUMO-interacting motif-containing protein,1602,7.502727471
1140,Tb927.10.8600,-0.002239518,-1.277165,"Vps54-like protein, putative",2551,8.268928822
1135,Tb927.11.9830,-0.002239518,-1.282452,"LSU ribosomal protein, mitochondrial, putative",5492,7.584308604
1131,Tb927.2.5160,-0.002239518,-1.286824,"chaperone protein DnaJ, putative",359,9.600188498
1130,Tb927.6.4510,-0.002239518,-1.287411,"hypothetical protein, conserved",5687,7.827330495
1122,Tb927.11.11900,-0.002239518,-1.300095,Coatomer subunit gamma,755,8.838112053
1121,Tb927.4.5380,-0.002239518,-1.300905,Cilia- and flagella-associated protein 43,7125,8.188872261
1118,Tb927.7.7070,-0.002239518,-1.302032,"MYND finger, putative",1177.5,8.048985303
1117,Tb927.4.2000,-0.002239518,-1.302998,"ruvB-like DNA helicase, putative",557,9.323231468
1113,Tb927.11.15690,-0.002239518,-1.306428,"U5 snRNP-associated 102 kDa protein, putative",3262,7.750732041
1112,Tb927.8.2950,-0.002239518,-1.307083,"hypothetical protein, conserved",4215,7.059752694
1111,Tb927.11.5250,-0.002239518,-1.307428,"hypothetical protein, conserved",4363,7.21434041
1110,Tb927.8.1410,-0.002239518,-1.312393,pre-rrna-processing protein tsr1 homolog,2659.5,7.4933465
1108,Tb927.4.4670,-0.002239518,-1.314358,"MYND finger, putative",2385,8.391552567
1107,Tb927.8.4820,-0.002239518,-1.315502,eukaryotic translation initiation factor 4 gamma 3,1684.5,8.255417246
1105,Tb927.7.3870,-0.002239518,-1.318689,"hypothetical protein, conserved",4294,7.348849823
1101,Tb927.7.2540,-0.002239518,-1.321645,"ubiquitin-protein ligase, putative",4556,6.845947186
1099,Tb927.11.1900,-0.002239518,-1.322514,"T-complex protein 1, beta subunit, putative",204,10.35098414
1097,Tb927.11.15400,-0.002239518,-1.327147,"synaptobrevin, putative",3594.5,8.540041518
1096,Tb927.5.4580,-0.002239518,-1.327738,Flagellum adhesion protein 3,6416.5,5.371474246
1092,Tb927.7.330,-0.002239518,-1.330993,"Thioesterase-like superfamily, putative",5819,6.774670219
1090,Tb927.11.4470,-0.002239518,-1.334236,"ULK family serine/threonine-protein kinase, putative",4137,7.918889683
1089,Tb927.9.10690,-0.002239518,-1.334706,"Protein of unknown function (DUF2009), putative",2166,7.977591011
1088,Tb927.11.11730,-0.002239518,-1.335027,"MRP protein, putative",3059,7.356217134
1087,Tb927.3.5040,-0.002239518,-1.336851,"hypothetical protein, conserved",3442,8.927632093
1086,Tb927.10.2610,-0.002239518,-1.33696,"Domain of unknown function (DUF1935), putative",3985,9.029261996
1085,Tb927.4.4570,-0.002239518,-1.338089,"hypothetical protein, conserved",2286,8.775333693
1084,Tb927.3.3450,-0.002239518,-1.339812,"ADP-ribosylation factor-like protein 3, putative",145,9.16879202
1083,Tb927.7.2300,-0.002239518,-1.341066,Nucleoporin NUP132,1476,8.794759831
1078,Tb927.8.6800,-0.002239518,-1.349468,"hypothetical protein, conserved",4676,7.455621324
1077,Tb927.8.1250,-0.002239518,-1.351154,"Sel1 repeat, putative",3127,6.880613542
1069,Tb927.11.9890,-0.002239518,-1.365065,"signal recognition particle receptor alpha subunit, putative",1037,8.286815613
1066,Tb927.10.4640,-0.002239518,-1.36635,eukaryotic translation initiation factor 3 subunit l,901,9.384174139
1063,Tb927.9.1350,-0.00213149,-1.373916,"hypothetical protein, conserved",1753,9.211867761
1062,Tb927.10.15680,-0.00213149,-1.37499,"hypothetical protein, conserved",5042,7.831037486
1060,Tb927.6.1800,-0.00213149,-1.376479,"protein phosphatase 2C, putative",687,7.908200758
1055,Tb927.11.6260,-0.001720736,-1.385742,"hypothetical protein, conserved",6090,6.962236706
1054,Tb927.11.2230,-0.001720736,-1.387477,"carnitine O-acetyltransferase, putative",1327,7.329682569
1049,Tb927.10.2700,-0.001469768,-1.401128,predicted WD40 repeat protein,2671,7.630031031
1048,Tb927.10.210,-0.001469768,-1.402154,GPI transamidase component GAA1,2502,7.087248868
1046,Tb927.7.6900,-0.001469768,-1.409513,Sister chromatid cohesion protein 1,2529,7.384048602
1045,Tb927.10.1550,-0.001469768,-1.410185,proteasome regulatory non-ATP-ase subunit 5,904,8.807913687
1042,Tb927.10.14480,-0.001469768,-1.413866,"hypothetical protein, conserved",4064,7.614507019
1040,Tb927.9.6310,-0.001469768,-1.41772,"ABC transporter, putative",2559,6.12765542
1039,Tb927.11.4860,-0.001469768,-1.420305,"Ring finger domain containing protein, putative",916,9.068742293
1035,Tb927.11.1430,-0.001469768,-1.423343,Component of motile flagella 2,339,7.925786358
1031,Tb927.11.12440,-0.001469768,-1.427432,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative",4327,7.598429356
1030,Tb927.4.3320,-0.001469768,-1.427606,"uracil phosphoribosyltransferase, putative",1304,7.024608796
1029,Tb927.8.2860,-0.001469768,-1.428483,"hypothetical protein, conserved",1465,8.106836587
1027,Tb927.2.2120,-0.001469768,-1.429317,"Serine/threonine-protein kinase NEK22, putative",1360,8.058008233
1026,Tb927.11.11520,-0.000512165,-1.434518,glycosomal membrane protein,471,8.482430492
1025,Tb927.7.510,0.000569299,-1.441035,"hypothetical protein, conserved",2876,7.889654598
1024,Tb927.11.7170,0.000569299,-1.44432,seryl-tRNA synthetase,386,7.486359626
1023,Tb927.11.15560,0.000569299,-1.4444,Nucleoporin NUP53a,2553,7.257942431
1021,Tb927.11.2260,0.001052266,-1.451164,Eukaryotic translation initiation factor 4E-1,1526,8.110858957
1020,Tb927.7.2450,0.001052266,-1.451631,SUMO-interacting motif-containing protein,2784,7.483430381
1019,Tb927.3.2230,0.001052266,-1.455561,"succinyl-CoA synthetase alpha subunit, putative",454,9.208360725
1016,Tb927.11.8150,0.001052266,-1.459273,"ULK family pseudokinase, putative",2103,8.234491974
1015,Tb927.10.12510,0.001052266,-1.459624,"P-type H+-ATPase, putative",499,8.741828917
1014,Tb927.6.3860,0.001052266,-1.460029,"leucyl/phenylalanyl-tRNA protein transferase, putative",2028,7.338057875
1013,Tb927.1.4740,0.001052266,-1.461249,"FAM91 N-terminus/FAM91 C-terminus, putative",3121,8.02914018
1008,Tb927.5.1460,0.001078388,-1.475159,"Possible lysine decarboxylase, putative",728,8.09805504
1002,Tb927.1.4100,0.001078388,-1.480344,cytochrome oxidase subunit IV,6557,7.720985744
1001,Tb927.8.820,0.001309198,-1.484371,"VID27 cytoplasmic protein, putative",1433,8.191283301
996,Tb927.4.2240,0.002098361,-1.496851,"Aminotransferase class IV, putative",1105,8.147428969
993,Tb927.1.1500,0.002098361,-1.502958,"conserved protein, unknown function",2642,8.717986541
992,Tb927.9.14220,0.002098361,-1.504415,"metacaspase 5, putative",2677,8.866671239
990,Tb927.10.12090,0.002098361,-1.505167,"RNA-binding protein, putative",2152,7.833319265
985,Tb927.7.1030,0.002827757,-1.51674,"heat shock 70 kDa protein, putative",6345,4.709269961
982,Tb927.11.16530,0.004544702,-1.528604,"hypothetical protein, conserved",6649,7.54409286
981,Tb927.10.12180,0.004549091,-1.53311,"hypothetical protein, conserved",2215,7.369957607
980,Tb11.v5.0326,0.004549091,-1.533124,"retrotransposon hot spot (RHS) protein, putative",3681,7.75607291
978,Tb927.2.3160,0.004601758,-1.535909,"Gar1/Naf1 RNA binding region, putative",5001,7.676034811
975,Tb927.9.13110,0.005326582,-1.545836,"hypothetical protein, conserved",6463,7.141104709
974,Tb927.11.2670,0.005326582,-1.547254,Nucleoporin NUP59,1116,7.843182928
972,Tb927.4.1020,0.005326582,-1.55129,"serine-palmitoyl-CoA transferase, putative",1300,7.839107073
971,Tb927.2.4240,0.005326582,-1.55228,"GTP binding protein, putative",6987,7.678272482
969,Tb927.4.4560,0.005665247,-1.558696,"hypothetical protein, conserved",4710,7.340067166
968,Tb927.9.1380,0.005665247,-1.559101,"hypothetical protein, conserved",1441,8.057209513
967,Tb927.2.5980,0.005665247,-1.559301,"chaperone protein ClpB1, putative",381,9.928544347
966,Tb927.6.3150,0.006224403,-1.562764,Hydin,923,7.111934276
965,Tb927.10.14930,0.006607863,-1.567717,Zinc finger CCCH domain-containing protein 39,2542,9.614190386
964,Tb927.5.3560,0.006607863,-1.570699,"vesicle-associated membrane protein, putative",1086,6.499604614
962,Tb927.7.5680,0.006607863,-1.572664,"deoxyribose-phosphate aldolase, putative",2847,7.849456269
960,Tb927.4.3980,0.007066696,-1.577839,"chaperone protein DnaJ, putative",4695,7.239349539
954,Tb927.1.4050,0.007579044,-1.59507,"ser/thr protein phosphatase, putative",1475,8.25437887
953,Tb927.10.6510,0.007579044,-1.597561,"chaperonin HSP60, mitochondrial precursor",47.5,11.68662733
952,Tb927.11.6130,0.007579044,-1.597659,SKP1-like protein,1418,8.066288645
951,Tb927.8.6720,0.007579044,-1.604085,"hypothetical protein, conserved",2622,6.874626752
949,Tb927.10.8040,0.007579044,-1.606183,"beta adaptin, putative",752,9.013342904
946,Tb927.10.6880,0.007579044,-1.607468,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic",279.5,7.558228422
945,Tb927.7.7410,0.007579044,-1.60809,"Trans-2-enoyl-ACP reductase 2, putative",1897,8.436162647
944,Tb927.8.1870,0.007579044,-1.609448,Golgi/lysosome glycoprotein 1,203,8.501086662
943,Tb927.3.1300,0.007579044,-1.610771,"hypothetical protein, conserved",2016,8.097465554
942,Tb927.11.13070,0.00762324,-1.612522,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative",5305,6.403137687
941,Tb927.2.3370,0.008410687,-1.620101,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative",2678,4.811889889
937,Tb927.2.2530,0.009736643,-1.632606,"hypothetical protein, conserved",4090,8.949843583
935,Tb927.3.3560,0.009865463,-1.63627,"U-box domain containing protein, putative",360,9.313888302
928,Tb927.11.14070,0.010212134,-1.652025,Repressor of differentiation kinase 1,6406,5.297344615
925,Tb927.2.5760,0.011124578,-1.660465,Flagellar Member 8,1170,7.336959785
924,Tb927.4.2700,0.011124578,-1.662444,"Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative",1933,7.660523977
923,Tb927.7.2700,0.011124578,-1.667525,"NADH-cytochrome b5 reductase, putative",1622,7.944527086
921,Tb927.11.12070,0.011124578,-1.669478,"hypothetical protein, conserved",5293,7.77035118
917,Tb927.10.2440,0.011124578,-1.67838,Metacaspase-4,384,8.780842757
916,Tb927.10.15440,0.011124578,-1.682047,"hypothetical protein, conserved",1980,4.867714912
914,Tb927.10.12130,0.011124578,-1.682796,"Ubiquitin family, putative",2770,6.752063821
913,Tb927.10.13840,0.011124578,-1.683252,"Domain of unknown function (DUF4475), putative",2656,7.178804346
910,Tb927.4.1220,0.011124578,-1.693742,"leucine-rich repeat protein (LRRP), putative",2021,4.810319906
905,Tb927.10.15160,0.011124578,-1.704151,"hypothetical protein, conserved",4759,7.127493545
896,Tb927.10.9770,0.011124578,-1.726767,gamma-tubulin complex component 2,3859.5,7.661036128
891,Tb927.9.8780,0.011124578,-1.734493,"tRNA nucleotidyltransferase, putative",3278,8.061113054
890,Tb927.1.1530,0.011124578,-1.738644,"STE group serine/threonine-protein kinase, putative",2809.5,8.341256417
889,Tb927.10.8120,0.011124578,-1.739359,"RNA ligase/AAA domain containing protein, putative",7125,6.680833895
887,Tb927.8.3970,0.011124578,-1.744611,"oxidoreductase, putative",2681,7.540054042
886,Tb927.2.6000,0.011124578,-1.747034,glycosylphosphatidylinositol-specific phospholipase C,714,8.229015943
884,Tb927.9.9860,0.011124578,-1.750254,"170 kDa glucose-regulated protein, putative",440,8.443075144
883,Tb927.3.2960,0.011124578,-1.750971,inosine-adenosine-guanosine-nucleosidehydrolase,259,7.567449862
879,Tb927.4.2110,0.011124578,-1.755347,"protein phosphatase 2C, putative",1386,7.757654099
878,Tb927.5.1200,0.011124578,-1.756206,exosome complex component CSL4,4040,7.558948446
877,Tb927.5.820,0.011186962,-1.758531,"hypothetical protein, conserved",5156,7.250493192
875,Tb927.10.13720,0.011276096,-1.76287,"RNA-binding protein 29, putative",850,8.931793378
872,Tb927.11.4230,0.011378623,-1.78256,"hypothetical protein, conserved",3224,7.92112439
869,Tb927.10.2870,0.011378623,-1.790588,"hypothetical protein, conserved",7125,7.499288338
862,Tb927.9.6040,0.011378623,-1.807418,"E1-like ubiquitin-activating enzyme, putative",2878,6.529494518
859,Tb927.11.7510,0.011378623,-1.816822,"luminal binding protein 1 (BiP), putative",41.5,10.62456053
858,Tb927.8.2210,0.011378623,-1.818073,pteridine reductase 1,2248,7.554089207
856,Tb927.9.5150,0.011378623,-1.824038,"ribosomal protein S6, putative",650,8.49525286
855,Tb927.11.2620,0.011378623,-1.824617,"hypothetical protein, conserved",4122,6.733911137
854,Tb927.8.3820,0.011378623,-1.826032,"conserved protein, unknown function",3396,7.226187323
853,Tb927.6.3020,0.011378623,-1.83048,"hypothetical protein, conserved",3102,6.474128813
851,Tb927.6.5010,0.011378623,-1.830916,"hypothetical protein, conserved",1708,8.530942104
850,Tb927.11.6910,0.011378623,-1.832312,"hypothetical protein, conserved",6078,7.011950866
849,Tb927.11.1110,0.011378623,-1.835855,"calpain, putative",1889,6.217931169
848,Tb927.10.14790,0.011378623,-1.837137,"metallo-peptidase, Clan MG, Family M24",604,7.811427535
843,Tb927.6.930,0.011378623,-1.84622,metacaspase MCA3,1577,7.773171857
842,Tb927.10.3540,0.011378623,-1.848674,"hypothetical protein, conserved",2453,7.601918823
841,Tb927.6.3090,0.011378623,-1.850241,microtubule associated protein xmap215,1655,7.221022805
838,Tb927.11.14430,0.011378623,-1.851751,proteasome regulatory non-ATP-ase subunit,1504,8.362708611
837,Tb927.3.3150,0.011378623,-1.854179,"hypothetical protein, conserved",2696.5,7.158000429
833,Tb927.1.4420,0.011378623,-1.861443,"ABC transporter, putative",3825,7.446070936
829,Tb927.5.3010,0.011378623,-1.873787,MRB1 complex subunit MRB3010,3060.5,7.301594212
827,Tb927.10.13450,0.011378623,-1.875029,"hypothetical protein, conserved",2060,7.435111433
826,Tb927.10.8180,0.011378623,-1.879469,"hypothetical protein, conserved",3718,5.631585805
821,Tb927.5.3030,0.011378623,-1.887824,Intraflagellar transport protein 121,890,9.862632199
819,Tb927.9.15330,0.011378623,-1.89232,"U3 small nucleolar RNA-associated protein 6, putative",4653,7.084933575
817,Tb927.7.2120,0.011378623,-1.894743,"hypothetical protein, conserved",1458,7.954517476
816,Tb927.9.1780,0.011378623,-1.896658,"sec1 family transport protein, putative",2368,7.47801787
814,Tb927.8.5250,0.011378623,-1.904862,"delta-coat protein, putative",972,9.060962113
813,Tb927.10.2110,0.011378623,-1.908235,elongation factor 1-alpha,16.5,11.28755541
812,Tb927.9.3630,0.011378623,-1.910977,"BSD domain containing protein, putative",1749.5,7.185315458
811,Tb927.2.2940,0.011378623,-1.911674,"hypothetical protein, conserved",4110,8.440578515
810,Tb927.3.5240,0.011378623,-1.91274,kinetoplast ribosomal PPR-repeat containing protein 8,4801,7.67816315
809,Tb927.3.4270,0.011378623,-1.916671,"hypothetical protein, conserved",1729,8.195595263
808,Tb927.8.6840,0.011378623,-1.918913,mismatch repair protein MLH1,5081,7.282191456
807,Tb927.7.4130,0.011378623,-1.919594,"hypothetical protein, conserved",5374,7.896900828
805,Tb927.8.2460,0.011378623,-1.921096,"hypothetical protein, conserved",2037,7.354914786
804,Tb927.10.12890,0.011548069,-1.926101,"bifunctional aminoacyl-tRNA synthetase, putative",491,9.338834842
803,Tb927.11.16140,0.011548069,-1.929721,DNA replication licensing factor MCM7,5190,7.688357521
802,Tb927.4.1760,0.011548069,-1.931964,"hypothetical protein, conserved",5418,7.197583769
800,Tb927.7.4390,0.011548069,-1.934666,"threonine synthase, putative",1658,7.01745073
798,Tb927.3.3110,0.013058163,-1.948145,"Condensin complex subunit 3, putative",2798,7.924615217
797,Tb927.4.4600,0.013058163,-1.952957,mitochondrial ribosomal protein l43,5073,8.002813779
796,Tb927.8.610,0.013058163,-1.954093,"hypothetical protein, conserved",1732,8.046378088
791,Tb927.10.9820,0.014847573,-1.974783,mitochondrial intermediate peptidase,2794.5,7.753667305
790,Tb927.3.3050,0.014847573,-1.977083,kinetoplast ribosomal PPR-repeat containing protein 20,6976.5,6.83835157
785,Tb927.11.5040,0.015517694,-1.996124,"leucine-rich repeat protein (LRRP), putative",1537,7.767504646
784,Tb927.3.4230,0.015517694,-1.996865,"serine peptidase, clan SB, family S8-like protein",2571,8.114777732
782,Tb927.3.1280,0.015517694,-2.004074,"NPL4 family, putative",2275,6.743533282
781,Tb927.4.5040,0.015517694,-2.004499,dihydrolipoamide dehydrogenase,3190,8.025100961
780,Tb927.11.1070,0.015517694,-2.007893,"glycosomal transporter (GAT3), putative",2194,10.48278786
779,Tb927.10.12970,0.015517694,-2.009766,"AN1-like zinc finger, putative",3534,4.996051742
778,Tb927.7.240,0.015517694,-2.009815,"40S ribosomal protein S33, putative",669.5,8.00099773
776,Tb927.8.5230,0.016405283,-2.022719,"peptidyl-prolyl cis-trans isomerase, putative",1790,7.145165317
775,Tb927.6.1830,0.016405283,-2.024163,"Cleavage stimulation factor subunit 50, putative",2827,8.719861399
773,Tb927.8.4840,0.016405283,-2.039577,"kinesin, putative",5306,8.018575683
771,Tb927.9.3460,0.016405283,-2.044748,"zinc finger protein family member, putative",5747,7.573695283
770,Tb927.11.5500,0.016405283,-2.045938,"Mitochondrial SSU ribosomal protein, putative",5177,7.961914438
769,Tb927.10.3090,0.016405283,-2.049119,"hypothetical protein, conserved",3185,6.684782546
768,Tb927.7.1610,0.016405283,-2.051694,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative",6075,7.033986365
767,Tb927.7.7300,0.016405283,-2.053237,"ATP-dependent DEAD/H RNA helicase, putative",3008,7.411198674
766,Tb927.9.15490,0.016405283,-2.056011,"ADP-ribosylation factor GTPase activating protein, putative",1864,7.795886966
761,Tb927.9.2390,0.016405283,-2.061103,"hypothetical protein, conserved",3639,5.206421065
760,Tb927.6.4270,0.016405283,-2.062036,"hypothetical protein, conserved",6920,8.425941588
759,Tb927.10.11400,0.016486473,-2.065357,"WD domain, G-beta repeat, putative",3044.5,6.81053494
